"census_tract","smoke_alarm_risk","tract_pop","blocks_per_tract"
"08073961",0.398184202218917,1136,5
"08075965",0.515500630986072,356,1
"08075966",0.529163088968867,1975,15
"08077000",0.412672481289704,2611,25
"08077001",0.425330162991556,7399,63
"08079973",0.418333128682267,203,1
"08081000",0.488259163250297,1188,15
"08083941",0.449777824002577,253,2
"08083969",0.547686350409051,1950,20
"08085966",0.508650983308378,3048,33
"08087000",0.531383598014834,2807,25
"08089968",0.622546751017187,2254,20
"08091967",0.30002649982336,660,4
"08093000",0.530229903646795,1157,12
"08095967",0.75326881017284,785,6
"08097000",0.222373569086044,981,13
"08099000",0.556332531111601,1580,14
"08101000",0.617635780086705,NA,29
"08101001",0.669947159371124,1975,22
"08101002",0.567408880269891,6314,63
"08101003",0.586260009492959,2339,19
"08101980",0.498335073709493,0,1
"08103951",0.305416713017323,861,7
"08105976",0.645948522213959,682,6
"08105977",0.684337809667833,642,4
"08107000",0.320748605265877,2100,19
"08109977",0.676772078075406,905,6
"08111972",0.616253145000173,118,1
"08113968",0.364273241353501,837,6
"08115968",0.543083921039527,709,3
"08117000",0.261515053260536,1404,22
"08119010",0.470182918761614,1761,15
"08121924",0.507730614553997,1256,5
"08123000",0.641508703609825,3172,32
"08123001",0.532347062726023,8859,74
"08123002",0.33846228464335,8287,69
"08125963",0.61083745286896,1062,9
"09001010",0.464188732953309,3789,46
"09001011",0.51784826732329,1559,14
"09001020",0.508141001783949,3181,27
"09001021",0.496239293864433,3537,38
"09001022",0.505751097603173,1433,12
"09001030",0.519980844278757,1933,15
"09001035",0.49481878315569,1599,13
"09001042",0.493017471030019,1543,16
"09001043",0.529977887156041,2830,32
"09001044",0.552432147384029,1656,22
"09001045",0.488103875951212,1856,12
"09001050",0.452759230221747,2208,20
"09001055",0.511980134416772,955,7
"09001060",0.453592051014966,3869,26
"09001061",0.523413663972653,2079,20
"09001070",0.606989260218039,1425,15
"09001071",0.665308669385889,1902,19
"09001072",0.607710235963268,3022,31
"09001073",0.621150075816219,2253,28
"09001074",0.66620929798447,680,12
"09001080",0.607996633729283,2369,25
"09001081",0.512995395400092,1653,14
"09001090",0.523132325146566,3105,23
"09001100",0.548637457923337,1187,10
"09001105",0.498147384769428,692,4
"09001110",0.418841174065814,2922,24
"09001200",0.576259681789747,1551,13
"09001205",0.379550699578314,1140,9
"09001210",0.543275496412615,3698,35
"09001211",0.397522013949114,1471,13
"09001220",0.511500880370986,1259,12
"09001230",0.491492365764695,2642,17
"09001240",0.425503971831493,826,6
"09001245",0.416257426193335,2211,16
"09001257",0.595242211943171,589,7
"09001990",0.498335073709493,0,1
"09003330",0.726296997122863,565,1
"09003400",0.44118845970862,1253,12
"09003405",0.460269641383556,3185,35
"09003406",0.663025335105871,907,8
"09003410",0.5123740339568,764,6
"09003415",0.655066613753711,1663,21
"09003416",0.666654707782266,2614,30
"09003417",0.469884890039328,NA,9
"09003420",0.483723991476023,1273,14
"09003430",0.482474808409217,3462,23
"09003460",0.352083603675839,2154,14
"09003462",0.431903006331986,1377,11
"09003464",0.506522497790189,791,6
"09003466",0.466872276132435,2399,19
"09003468",0.362276101771433,780,8
"09003470",0.425993842028327,314,4
"09003471",0.531445746268256,1435,14
"09003473",0.521638280734339,2386,27
"09003476",0.585491601320545,899,9
"09003477",0.448287290395958,1433,10
"09003480",0.571041215730365,2087,18
"09003481",0.603289734250118,1236,9
"09003484",0.393246040026469,673,7
"09003487",0.492966364990829,1915,17
"09003490",0.398251394775141,817,8
"09003492",0.420375615152668,2141,22
"09003494",0.438473389713537,2581,21
"09003496",0.512850578834474,2661,35
"09003497",0.510152140607178,3252,30
"09003500",0.702374074707532,1377,11
"09003501",0.681636651149195,1129,12
"09003502",0.611850284923552,2312,22
"09003503",0.617919298457281,1836,18
"09003504",0.61813574140916,1647,19
"09003510",0.577766820774899,2359,27
"09003511",0.562947324230973,1358,14
"09003514",0.512276100330912,2909,37
"09003515",0.518363853696081,1296,11
"09003520",0.42188286391614,2686,19
"09003524",0.498432427259302,2790,28
"09003980",0.498335073709493,0,1
"09005250",0.794077444032091,462,2
"09005253",0.451859843047199,1966,17
"09005260",0.544521246122987,250,3
"09005261",0.410352340369333,348,4
"09005262",0.581470590906198,260,3
"09005263",0.683540204485672,379,2
"09005265",0.63426989360031,430,1
"09005266",0.356539064869838,281,2
"09005267",0.586828844006992,365,4
"09005268",0.672965662431621,339,2
"09005290",0.609755359276115,358,3
"09005293",0.9124516701163,356,1
"09005296",0.340094256624408,265,2
"09005298",0.59456806200307,560,5
"09005300",0.551994242778634,1143,7
"09005303",0.685057126352378,384,2
"09005306",0.683785020376289,428,4
"09005310",0.440996759302641,2927,26
"09005320",0.482292382967416,640,8
"09005342",0.480182696891025,321,3
"09005349",0.416930140746787,663,6
"09005360",0.535109801410053,1305,17
"09005362",0.359296184549649,751,7
"09005425",0.550171201741002,1672,12
"09007541",0.43014249251442,2195,19
"09007542",0.403500477856019,957,7
"09007550",0.479625696194351,955,9
"09007560",0.535350084488386,700,7
"09007570",0.458329651731454,1214,9
"09007580",0.367703745870551,451,4
"09007585",0.503715780290346,470,5
"09007590",0.616554380692356,488,6
"09007595",0.510165357806963,616,5
"09007600",0.393047488461049,360,3
"09007610",0.489772364414582,1240,11
"09007620",0.54564033114833,345,4
"09007630",0.535608635777313,415,6
"09007640",0.544742194206289,376,5
"09007670",0.529025378462302,808,8
"09007680",0.549876749824759,NA,10
"09007990",0.498335073709493,0,1
"09009120",0.531147846602742,699,8
"09009125",0.623996528921574,1195,10
"09009130",0.530881927183701,1048,9
"09009140",0.612898137066352,2177,28
"09009141",0.539492837789916,2983,37
"09009142",0.547494184836592,2848,36
"09009150",0.501063385123757,3175,30
"09009151",0.454420058906669,1362,11
"09009154",0.585145586113797,2414,36
"09009155",0.419549026138714,502,7
"09009157",0.491746266949954,1340,12
"09009160",0.531838049958632,633,7
"09009161",0.596911648040897,518,4
"09009165",0.497573457637832,3132,38
"09009166",0.415241096775416,944,9
"09009167",0.501727537833796,1690,16
"09009170",0.623231240868832,2036,22
"09009171",0.570707774642194,2324,26
"09009175",0.449785458816968,3184,30
"09009176",0.478304604410304,398,3
"09009180",0.510594779525091,2131,20
"09009184",0.452323769291343,2121,21
"09009186",0.46751160107758,793,10
"09009190",0.503939495325221,1668,17
"09009194",0.378332780294358,1403,13
"09009341",0.319291644477109,350,4
"09009343",0.482357275033482,2447,16
"09009344",0.589052412125267,771,4
"09009345",0.511811709610504,1717,21
"09009346",0.514294957716789,853,5
"09009347",0.434815503495286,778,5
"09009348",0.506779546366924,1553,11
"09009350",0.704468877344891,1639,22
"09009351",0.578564581218645,3134,35
"09009352",0.536675728941124,2889,25
"09009361",0.526054911167481,NA,19
"09009990",0.498335073709493,0,1
"09011650",0.636508235073455,382,3
"09011660",0.37280844634051,728,7
"09011690",0.609409994680216,1467,16
"09011693",0.567065167139234,1658,14
"09011695",0.519389999660524,625,8
"09011696",0.508235175741604,2396,25
"09011697",0.605855186219395,266,2
"09011700",0.542413419604792,410,3
"09011701",0.474575597465267,956,10
"09011702",0.393204432223516,2456,18
"09011703",0.670777869931531,346,3
"09011705",0.487191945479683,1837,15
"09011707",0.631699264914791,331,3
"09011708",0.718755750540552,449,2
"09011709",0.484652753646854,636,8
"09011710",0.701422603915699,382,3
"09011711",0.253780798807778,354,2
"09011712",0.644553451181142,550,2
"09011713",0.450292402333124,380,2
"09011714",0.379279899830022,1145,9
"09011715",0.559172451424672,411,2
"09011716",0.356998198481936,1278,6
"09011870",0.450687004655481,3061,23
"09011980",0.250733793346634,323,1
"09011990",0.498335073709493,0,1
"09013526",0.490085569253238,745,5
"09013528",0.40674921297571,335,2
"09013529",0.474634884688011,480,4
"09013530",0.398727243316346,2068,20
"09013533",0.436413370244637,985,9
"09013535",0.360862128017546,845,10
"09013538",0.567459180193218,1188,8
"09013840",0.372086640213859,327,5
"09013850",0.513857936887523,716,9
"09013860",0.430227185416006,341,4
"09013881",0.384650947799662,2860,13
"09013890",0.587109386124507,1120,9
"09015800",0.638485479878746,1970,18
"09015815",0.496206799251366,309,2
"09015820",0.74582514958385,460,1
"09015825",0.866972749520474,369,1
"09015830",0.473933368182791,419,5
"09015900",0.640398535135481,769,8
"09015901",0.505436270793042,463,5
"09015902",0.568565569010095,792,4
"09015903",0.598054913388189,722,10
"09015904",0.409467610937074,1085,13
"09015905",0.477411214739558,519,5
"09015906",0.728744806176905,368,3
"09015907",0.464882968543465,973,11
"09015908",0.57690190995261,344,2
"10001040",0.566543430458991,3107,17
"10001041",0.44531612317505,4671,23
"10001042",0.472908504982505,3072,17
"10001043",0.398083124232421,2226,14
"10001990",0.498335073709493,0,1
"10003000",0.572740784183508,1535,26
"10003001",0.516601071247319,1506,18
"10003002",0.604923931378798,2042,27
"10003003",0.62708677279716,452,3
"10003010",0.479235507692519,3026,29
"10003011",0.440327585057148,5062,37
"10003012",0.610471818584815,2851,33
"10003013",0.456854112292417,7138,68
"10003014",0.479469301853626,9135,66
"10003015",0.657620645458231,2394,22
"10003016",0.532145707654913,7288,37
"10003980",0.498335073709493,0,1
"10003990",0.498335073709493,0,1
"10005050",0.486881080869712,11255,66
"10005051",0.43992192672681,NA,67
"10005990",0.498335073709493,0,1
"11001000",0.479163584637074,4616,41
"11001001",0.531332444938074,4685,50
"11001002",0.566419263373111,4772,50
"11001003",0.497823156365792,3144,29
"11001004",0.407241277881961,3087,29
"11001005",0.404064080033424,2310,26
"11001006",0.484762235234641,2084,16
"11001007",0.570022100922302,6939,75
"11001008",0.456010513176734,3524,31
"11001009",0.570403714632505,7007,75
"11001010",0.46602251506675,2840,21
"11001011",0.477375171828317,637,7
"12001000",0.468018133163628,3775,37
"12001001",0.442797708542797,7357,77
"12001002",0.381507284153902,4889,40
"12001110",0.039234513618966,244,1
"12003040",0.365982824570993,1832,12
"12005000",0.402563721108992,3604,29
"12005001",0.412532680010025,4014,40
"12005002",0.31203144778298,3280,39
"12005990",0.498335073709493,0,1
"12007000",0.566688358714435,2382,18
"12009060",0.575644962461631,2226,24
"12009061",0.34481442220662,1409,16
"12009062",0.542486840977452,3843,38
"12009063",0.336180932332162,2213,16
"12009064",0.375269346486559,5718,56
"12009065",0.395489460302517,4300,43
"12009066",0.35279879723035,3487,34
"12009067",0.278783142487177,158,1
"12009068",0.310384644429289,1578,21
"12009069",0.40950775043836,2781,22
"12009071",0.430620254543998,5791,44
"12009980",0.3813367394057,1,2
"12009990",0.498335073709493,0,1
"12011010",0.448477325938007,NA,80
"12011011",0.336459010491783,203,1
"12011020",0.491222927718646,12373,101
"12011030",0.587909192519456,5348,50
"12011031",0.428687623174737,1448,19
"12011040",0.464180743191548,4293,44
"12011041",0.587096429633326,2571,33
"12011042",0.505740908919736,2900,33
"12011043",0.610233592822227,1092,18
"12011050",0.548972745350877,5766,64
"12011051",0.444886309153431,393,5
"12011060",0.4680472996793,14114,127
"12011061",0.525938315917031,1111,10
"12011070",0.50159537154088,11721,86
"12011080",0.588650738441887,1863,25
"12011090",0.536111495677379,4787,53
"12011091",0.609155127255395,3989,41
"12011092",0.567769764888998,319,3
"12011100",0.593536013025581,3219,37
"12011110",0.508579454935036,13702,108
"12011980",0.00768983246429254,NA,1
"12011990",0.498335073709493,0,1
"12013010",0.462791381558193,1455,10
"12015010",0.309276117272956,2451,27
"12015020",0.456735432788338,4574,49
"12015021",0.357178610498133,564,5
"12015030",0.397005350265404,2312,26
"12015990",0.498335073709493,0,1
"12017450",0.413779627008499,4904,55
"12017451",0.39717709900094,3118,32
"12017990",0.498335073709493,0,1
"12019030",0.397578099257358,7277,60
"12019031",0.41067539147637,2991,21
"12021000",0.375367169627785,1716,19
"12021010",0.423085968452615,12966,140
"12021011",0.505220678531729,3557,33
"12021990",0.498335073709493,0,1
"12023110",0.457115742298901,4062,40
"12027010",0.542706840844782,2513,26
"12029970",0.479570901754358,1101,12
"12029990",0.498335073709493,0,1
"12031000",0.550621308438914,1492,21
"12031001",0.608256614788332,1814,25
"12031002",0.584037060147534,3114,47
"12031010",0.541260339121688,5254,39
"12031011",0.596423751541963,3320,32
"12031012",0.527575630905854,3552,39
"12031013",0.504868734954006,6815,56
"12031014",0.370613537447162,NA,103
"12031015",0.495406186095721,4410,49
"12031016",0.433296385015987,7244,65
"12031017",0.476064154746985,1384,13
"12031990",0.498335073709493,0,1
"12033000",0.521834559163186,1420,18
"12033001",0.474191378116304,4213,42
"12033002",0.387027839198339,5004,49
"12033003",0.429791584031258,8363,77
"12033004",0.566627558313383,691,4
"12033990",0.498335073709493,0,1
"12035060",0.363071855488242,NA,51
"12035990",0.498335073709493,0,1
"12037970",0.384141546844266,1249,11
"12037990",0.498335073709493,0,2
"12039020",0.559586159868603,3517,32
"12041950",0.454319981188395,1600,13
"12043000",0.47675335949394,978,10
"12043990",0.498335073709493,0,1
"12045960",0.401474166054543,1525,14
"12045990",0.498335073709493,0,1
"12047960",0.558519825218326,1725,10
"12049970",0.634785002198505,1991,20
"12051000",0.57538413572121,2089,24
"12051990",0.498335073709493,0,1
"12053040",0.445596092079551,6249,57
"12053041",0.46407686580512,4780,49
"12053990",0.498335073709493,0,1
"12055960",0.528143397599761,3267,39
"12055961",0.496922169474778,2795,37
"12055980",0.498335073709493,0,3
"12057000",0.569608319755357,3189,44
"12057001",0.62052197457408,2732,40
"12057002",0.678984378182273,2336,34
"12057003",0.606281977388531,2146,30
"12057004",0.594232715980211,1918,34
"12057005",0.408514986467761,2495,38
"12057006",0.383546484403541,3432,60
"12057007",0.397564018596902,1311,17
"12057010",0.481968275751686,10211,100
"12057011",0.460643247157006,NA,221
"12057012",0.51943327479459,8505,83
"12057013",0.488673576908457,17921,136
"12057014",0.405582171711992,4230,35
"12057980",0.551900945343017,NA,7
"12057990",0.498335073709493,0,2
"12059960",0.417890757113569,1807,15
"12061050",0.363249123405465,8465,91
"12061980",0.498335073709493,0,1
"12061990",0.498335073709493,0,1
"12063210",0.558622122027843,4222,31
"12063211",0.349128565124259,797,8
"12065250",0.573863773896278,1309,10
"12065990",0.498335073709493,0,1
"12067960",0.368733163184002,780,6
"12069030",0.445667368699745,10075,103
"12069031",0.418798254307911,7013,45
"12071000",0.587049960892977,2537,36
"12071001",0.446561249051154,NA,90
"12071010",0.464071448828163,9559,121
"12071020",0.430487724783884,2483,35
"12071030",0.454058936109981,792,17
"12071040",0.476510637613754,8771,106
"12071050",0.360849824865761,5622,59
"12071060",0.386800616723999,755,17
"12071070",0.488375346027339,534,11
"12071080",0.509174657453041,NA,17
"12071090",0.309311709643208,85,3
"12071980",0.498335073709493,0,1
"12071990",0.498335073709493,0,1
"12073000",0.346670287605578,NA,32
"12073001",0.459601754333526,4094,44
"12073002",0.389472878199837,10288,101
"12075970",0.398475908546873,3272,28
"12075990",0.498335073709493,0,1
"12077950",0.449047876734707,939,6
"12079110",0.573139731099743,1800,16
"12081000",0.520325866566024,9066,105
"12081001",0.443992372573199,7649,77
"12081002",0.257530299511004,3769,25
"12081990",0.498335073709493,0,1
"12083000",0.459584536424606,6072,57
"12083001",0.498351281271175,6523,60
"12083002",0.426856128488365,6224,56
"12083980",0.498335073709493,0,2
"12085000",0.398258906970874,4112,44
"12085001",0.476780808261433,5580,48
"12085990",0.498335073709493,0,2
"12086000",0.624284333628536,NA,243
"12086001",0.641249305774085,8490,110
"12086002",0.600469333817662,NA,63
"12086003",0.655480973595899,5479,85
"12086004",0.620377548677278,5482,85
"12086005",0.684951137236848,7506,90
"12086006",0.58704840051093,6281,99
"12086007",0.590975795837458,6890,83
"12086008",0.520083451572015,NA,148
"12086009",0.582594676250144,NA,153
"12086010",0.572047793387713,11411,124
"12086011",0.573876673219859,7403,68
"12086012",0.495491319996061,3687,31
"12086013",0.566410160381238,3169,21
"12086014",0.561263158257793,3039,21
"12086015",0.587686980146689,3647,25
"12086016",0.51835540125857,2676,22
"12086017",0.493272568176989,2981,28
"12086018",0.474267806721226,2910,33
"12086019",0.430478801351598,3280,35
"12086020",0.552604050729257,1135,15
"12086490",0.510689580019265,182,1
"12086980",0.471248794796828,NA,9
"12086981",0.294553248390898,8,1
"12086990",0.498335073709493,0,1
"12087970",0.46964736176939,1474,23
"12087971",0.477550638091964,2497,32
"12087972",0.487968587253352,1268,18
"12087980",0.594458112840394,NA,2
"12087990",0.498335073709493,0,1
"12089050",0.367581169003042,4445,39
"12089990",0.498335073709493,0,1
"12091020",0.358871391267226,4119,31
"12091021",0.334353567285498,4163,38
"12091022",0.467710253801298,2641,26
"12091023",0.246957313386964,NA,20
"12091990",0.498335073709493,0,2
"12093910",0.513623603570236,2475,27
"12093990",0.498335073709493,0,1
"12095010",0.371126947726115,943,15
"12095011",0.516689824833576,1916,23
"12095012",0.40983037385785,4800,34
"12095013",0.565454264437948,5982,38
"12095014",0.48262030733615,10824,52
"12095015",0.443154477063693,5682,44
"12095016",0.49820812979977,19242,72
"12095017",0.466880153196358,12941,66
"12095018",0.435844580232164,3054,30
"12095990",0.498335073709493,0,1
"12097040",0.504975598007441,1271,9
"12097041",0.580691991218494,3477,23
"12097042",0.552277743211866,4514,18
"12097043",0.493322661223059,3748,26
"12099000",0.335865826213804,9293,93
"12099001",0.525665112372869,6530,77
"12099002",0.492182134420096,2242,24
"12099003",0.597086138773043,4865,51
"12099004",0.5633003859344,10080,103
"12099005",0.483944175904562,14749,156
"12099006",0.437472231220366,7581,81
"12099007",0.410898883394782,30059,274
"12099008",0.530458454385083,2643,20
"12099980",0.498335073709493,0,5
"12099990",0.498335073709493,0,2
"12101030",0.442980346746264,5064,60
"12101031",0.368364780157957,14105,130
"12101032",0.403077045656904,9694,86
"12101033",0.480988091529124,1989,31
"12101990",0.498335073709493,0,1
"12103020",0.534964061231957,4559,60
"12103021",0.580094485403441,976,19
"12103022",0.548416373994763,4680,58
"12103023",0.465313239577342,2157,25
"12103024",0.459188093014114,10524,112
"12103025",0.456101799348875,16266,167
"12103026",0.484221973166595,8992,113
"12103027",0.382415296196447,12665,128
"12103028",0.477868269744094,2519,37
"12103990",0.498335073709493,0,2
"12105010",0.433733022196144,2917,29
"12105011",0.466126045746956,8143,65
"12105012",0.501291981430152,11624,88
"12105013",0.468200139550974,4114,38
"12105014",0.481469764675652,7430,63
"12105015",0.476504627431353,4923,38
"12105016",0.499968421980614,908,9
"12105980",0.862260265981077,NA,1
"12107950",0.504183013487602,2897,39
"12107951",0.538668672572818,2049,21
"12107980",0.498335073709493,0,1
"12109020",0.264322096698068,7029,46
"12109021",0.284178179038075,4243,34
"12109990",0.498335073709493,0,2
"12111380",0.63913643937484,2596,36
"12111381",0.463683519548469,5249,59
"12111382",0.474782416626025,5985,44
"12111980",0.498335073709493,0,1
"12111990",0.498335073709493,0,1
"12113010",0.310655627845562,9413,77
"12113990",0.498335073709493,0,1
"12115000",0.492196850378124,4376,47
"12115001",0.429358178251912,8830,86
"12115002",0.392887671741546,11950,118
"12115990",0.498335073709493,0,1
"12117020",0.432903816910927,6775,66
"12117021",0.442742617431553,14055,123
"12117022",0.511323819868635,3952,46
"12119910",0.44007172193025,NA,25
"12119911",0.367707107321965,NA,15
"12119980",0.14867206634852,NA,1
"12121970",0.44482082960188,2422,26
"12123950",0.520551236236269,1564,19
"12123990",0.498335073709493,0,1
"12125960",0.454500051181418,1886,9
"12127080",0.417943776369971,3991,41
"12127081",0.510535751792881,1935,26
"12127082",0.409781286696165,8083,85
"12127083",0.382869543182593,3944,27
"12127090",0.529824732810999,6636,64
"12127091",0.571818996902974,5055,42
"12127092",0.477950662748818,425,3
"12127990",0.498335073709493,0,1
"12129010",0.408778934596791,2005,14
"12129990",0.498335073709493,0,1
"12131950",0.369712504881752,3682,44
"12131990",0.498335073709493,0,1
"12133970",0.422305483860342,2300,15
"13001950",0.419359239627748,1353,14
"13003960",0.512086856916142,853,6
"13005970",0.415519465462895,796,9
"13007960",0.47317522081511,319,4
"13009970",0.544225504813003,3045,31
"13011970",0.231028970907411,1735,7
"13013180",0.376609732120647,4924,34
"13015960",0.385829054526958,5051,45
"13015961",0.389704280250681,477,4
"13017960",0.51243961640271,1136,15
"13019970",0.508588745141863,1472,15
"13021010",0.6129348105755,1166,13
"13021011",0.58280338583437,1455,25
"13021012",0.575509881381498,2748,32
"13021013",0.484952886706299,5447,56
"13023790",0.491415552256135,933,8
"13025960",0.351982604723255,1007,9
"13027960",0.579325637507886,1201,15
"13029920",0.292237390628007,1960,13
"13029980",0.498335073709493,0,1
"13031110",0.416518557777316,NA,42
"13033950",0.522359560547611,2012,16
"13037950",0.588098688168821,940,6
"13039010",0.363916558404869,3386,24
"13039990",0.498335073709493,0,1
"13043950",0.443649994803814,874,8
"13045910",0.41658518532812,5887,41
"13045911",0.378204987003211,1122,12
"13047030",0.342531205170109,3655,34
"13049010",0.634073060409375,931,6
"13051000",0.565637077491264,846,9
"13051001",0.559452339211051,525,4
"13051002",0.549939020636565,1611,25
"13051003",0.570871423492573,2476,33
"13051004",0.530972160435186,3418,40
"13051010",0.436809039288594,NA,50
"13051011",0.383153138243693,3903,42
"13051980",0.498335073709493,0,1
"13051990",0.498335073709493,0,1
"13053020",0.550786514347318,NA,10
"13055010",0.505809559612025,2458,22
"13059000",0.4296041425324,NA,10
"13059001",0.459430755350206,881,8
"13059002",0.445505400920034,788,6
"13059030",0.429964260898779,468,5
"13059130",0.448974111900709,1442,14
"13059140",0.580322737264236,1339,9
"13059150",0.419258557338176,1911,20
"13061960",0.600727313004117,411,3
"13065970",0.503460402532016,657,7
"13069010",0.48940482894845,3139,27
"13071970",0.476490957173617,3200,30
"13073030",0.356255416759417,7139,55
"13075960",0.534939893048215,1412,15
"13077170",0.40682496292502,7560,57
"13079070",0.616832146896541,852,8
"13081010",0.472107614025847,1455,20
"13083040",0.323326614308476,1412,8
"13085970",0.2775240420028,1390,10
"13087970",0.488831168632694,2273,21
"13091960",0.522671219989927,1957,17
"13093970",0.515780918009704,1544,9
"13095000",0.517944289838232,2270,25
"13095001",0.561080284580484,861,12
"13095010",0.593803677978511,NA,22
"13095011",0.553099112528575,1254,10
"13099090",0.616008024200845,1030,13
"13101880",0.609310897750679,422,3
"13103030",0.380703118959021,3663,22
"13105000",0.584718317615969,1585,20
"13107970",0.490028118168246,2107,18
"13109970",0.532620307397427,1154,10
"13111050",0.401283374485485,1667,18
"13115000",0.492905872651165,3146,25
"13115001",0.489891037702495,2567,25
"13115002",0.524438464824302,879,6
"13119890",0.444449583819017,1909,16
"13123080",0.41456610557904,2023,16
"13125010",0.258548217391034,526,3
"13127000",0.460537132319285,4099,50
"13127001",0.281585825520747,530,4
"13127990",0.498335073709493,0,1
"13129970",0.459522976303183,3538,29
"13131950",0.391308295497252,1880,17
"13133950",0.494739708104932,1744,19
"13137000",0.458869401518494,3732,26
"13139000",0.410355258652297,5088,45
"13139001",0.520923781568005,6112,45
"13141480",0.631929373967627,836,7
"13143010",0.389260001013871,1832,17
"13145120",0.477227029061502,2210,16
"13147960",0.422857192619659,1727,19
"13149970",0.452701072874216,1324,8
"13153020",0.497506962418168,3108,31
"13153021",0.475328225036979,4718,43
"13155950",0.388366494161131,714,8
"13157010",0.336791896912431,4861,29
"13159010",0.50045663669723,1106,7
"13161960",0.52819466085009,865,11
"13163960",0.582159508372704,1785,17
"13165960",0.442264656901464,474,8
"13167960",0.620898129365651,1020,8
"13169030",0.537475160676225,1843,11
"13171970",0.521619541304884,1365,12
"13173950",0.341613423629525,613,7
"13175950",0.497146985426977,3030,25
"13175951",0.471108043010992,1332,11
"13177020",0.362165568547879,1994,13
"13179010",0.486976292469839,4838,31
"13179990",0.498335073709493,0,1
"13181970",0.602441228993324,859,7
"13183970",0.397724091159155,750,6
"13183980",0.498335073709493,0,1
"13185010",0.453138448341605,5140,43
"13185011",0.486465337409413,3485,26
"13187960",0.230998837078192,1555,12
"13189950",0.44948324311252,1541,18
"13191110",0.58227412556349,591,9
"13191980",0.498335073709493,0,1
"13191990",0.498335073709493,0,1
"13193000",0.527053062935103,1441,13
"13195020",0.429131130656444,2272,16
"13197920",0.512328408060089,601,5
"13199970",0.581159666273328,1853,20
"13201950",0.503182065531611,717,5
"13205090",0.550325836097299,1989,17
"13207050",0.434319217784105,1708,14
"13209950",0.541452003723189,1173,7
"13211010",0.466051667402182,1627,9
"13213010",0.391007830562604,2644,26
"13215000",0.652003026073135,923,11
"13215001",0.506807505326148,1414,13
"13215002",0.579839773180904,1967,19
"13215003",0.601469286068684,876,12
"13215010",0.400623220102787,NA,58
"13215011",0.593922115621865,1044,12
"13219030",0.30205476423571,3186,14
"13221960",0.441782812893708,1267,9
"13225040",0.481043860083183,1913,12
"13227050",0.344224406089584,2074,17
"13229960",0.347878035032545,1465,12
"13231010",0.514734410939485,1971,8
"13233010",0.550202051958267,2486,32
"13235950",0.548162555766859,866,9
"13237960",0.543320086821098,1182,17
"13239960",0.576963252760319,269,2
"13241970",0.536921836182241,1473,13
"13243790",0.587463522376162,481,7
"13245000",0.584779324088222,988,18
"13245001",0.532204129172693,1751,25
"13245010",0.54156883463588,10267,95
"13245011",0.65216443269277,154,2
"13249960",0.419702529606903,555,3
"13251970",0.641300804137652,1515,14
"13253200",0.484785965248251,879,9
"13255160",0.509170220932304,2705,26
"13255161",0.62496528437689,1146,9
"13257970",0.505860921911494,1528,18
"13259950",0.539030376897529,655,5
"13261950",0.525011511136363,2444,26
"13263960",0.606056469919769,699,6
"13265010",0.635932086368518,331,3
"13267950",0.456269190247749,2367,16
"13269950",0.541827342056649,872,7
"13271950",0.440136988188768,1479,10
"13273120",0.564157208441551,1069,10
"13275960",0.482158371889965,2796,30
"13275961",0.500238885101351,743,6
"13277960",0.51491945618293,2802,31
"13279970",0.52038752099432,1774,24
"13281960",0.458427766563457,1053,8
"13283960",0.370983739969981,532,7
"13285960",0.52578294179006,4263,35
"13285961",0.426490322238497,534,6
"13287970",0.571544478920759,676,9
"13289060",0.531480645502812,723,8
"13291000",0.381323070534502,1282,14
"13293010",0.512591133686148,2074,21
"13295020",0.467681113082423,4594,46
"13299950",0.484871312352571,2712,33
"13301970",0.572238682567051,635,6
"13303950",0.681654987254647,2286,16
"13305970",0.438530932948009,2465,23
"13307960",0.637056012265233,292,2
"13309780",0.496125621914524,892,6
"13311950",0.321645202553207,1462,12
"13313000",0.499052193673165,4709,45
"13313001",0.652903801797908,1746,26
"13315960",0.412015327591863,1374,6
"13317010",0.633930731613539,920,11
"13319960",0.5431458105505,1254,9
"13321950",0.512422557537257,1734,15
"15001020",0.556350816016052,5348,37
"15001021",0.446827996014696,9701,65
"15001022",0.337326074158547,503,4
"15001990",0.498335073709493,0,9
"15001991",0.498335073709493,0,8
"15003000",0.54222442402334,6238,52
"15003001",0.554114341324688,3493,33
"15003002",0.530078957017131,4289,38
"15003003",0.493986045595824,4530,46
"15003004",0.59395473665608,3799,30
"15003005",0.564254712801239,3097,23
"15003006",0.601871987895666,6780,42
"15003007",0.492431446935944,NA,41
"15003008",0.494193685612005,18937,125
"15003009",0.532941717925447,8684,51
"15003010",0.546630062739714,9473,61
"15003011",0.56738800106143,4598,31
"15003940",0.518304632211072,1942,6
"15003980",0.513583774748052,NA,6
"15003981",0.550879180984348,NA,5
"15003990",0.498335073709493,0,1
"15005031",0.759959579870787,34,1
"15005990",0.498335073709493,0,1
"15007040",0.422304337967377,6227,49
"15007041",0.498335073709493,0,2
"15007940",0.227078847383471,577,2
"15007990",0.498335073709493,0,3
"15009030",0.403013108838425,NA,53
"15009031",0.470315550692668,5302,44
"15009032",0.13739318982888,267,2
"15009980",0.498335073709493,0,1
"15009990",0.498335073709493,0,2
"15009991",0.498335073709493,0,1
"16001000",0.332327207113896,4951,53
"16001001",0.39064458589039,3301,32
"16001002",0.370004635537074,5598,39
